capture_date,GMT_capture_time,Country,Statements of Support,Threshold,Percentage
5/2/2025,3/28/1930,Total number of signatories,438452,,
5/7/2025,11-55-04,Austria,10137,13395,75.68
5/7/2025,11-55-04,Belgium,13872,14805,93.7
5/7/2025,11-55-04,Bulgaria,4586,11985,38.26
5/7/2025,11-55-04,Croatia,4153,8460,49.09
5/7/2025,11-55-04,Cyprus,565,4230,13.36
5/7/2025,11-55-04,Czechia,7407,14805,50.03
5/7/2025,11-55-04,Denmark,11998,9870,121.56
5/7/2025,11-55-04,Estonia,3027,4935,61.34
5/7/2025,11-55-04,Finland,15279,9870,154.8
5/7/2025,11-55-04,France,48927,55695,87.85
5/7/2025,11-55-04,Germany,97856,67680,144.59
5/7/2025,11-55-04,Greece,5007,14805,33.82
5/7/2025,11-55-04,Hungary,9865,14805,66.63
5/7/2025,11-55-04,Ireland,10327,9165,112.68
5/7/2025,11-55-04,Italy,24622,53580,45.95
5/7/2025,11-55-04,Latvia,2671,5640,47.36
5/7/2025,11-55-04,Lithuania,5109,7755,65.88
5/7/2025,11-55-04,Luxembourg,946,4230,22.36
5/7/2025,11-55-04,Malta,533,4230,12.6
5/7/2025,11-55-04,Netherlands,26308,20445,128.68
5/7/2025,11-55-04,Poland,53518,36660,145.98
5/7/2025,11-55-04,Portugal,8371,14805,56.54
5/7/2025,11-55-04,Romania,12348,23265,53.08
5/7/2025,11-55-04,Slovakia,4974,9870,50.4
5/7/2025,11-55-04,Slovenia,2464,5640,43.69
5/7/2025,11-55-04,Spain,36260,41595,87.17
5/7/2025,11-55-04,Sweden,19781,14805,133.61
5/7/2025,11-55-04,Total number of signatories,440911,,
5/11/2025,4/30/2015,Austria,10137,13395,75.68
5/11/2025,4/30/2015,Belgium,13872,14805,93.7
5/11/2025,4/30/2015,Bulgaria,4586,11985,38.26
5/11/2025,4/30/2015,Croatia,4153,8460,49.09
5/11/2025,4/30/2015,Cyprus,565,4230,13.36
5/11/2025,4/30/2015,Czechia,7407,14805,50.03
5/11/2025,4/30/2015,Denmark,11998,9870,121.56
5/11/2025,4/30/2015,Estonia,3027,4935,61.34
5/11/2025,4/30/2015,Finland,15279,9870,154.8
5/11/2025,4/30/2015,France,48927,55695,87.85
5/11/2025,4/30/2015,Germany,97856,67680,144.59
5/11/2025,4/30/2015,Greece,5007,14805,33.82
5/11/2025,4/30/2015,Hungary,9865,14805,66.63
5/11/2025,4/30/2015,Ireland,10327,9165,112.68
5/11/2025,4/30/2015,Italy,24622,53580,45.95
5/11/2025,4/30/2015,Latvia,2671,5640,47.36
5/11/2025,4/30/2015,Lithuania,5109,7755,65.88
5/11/2025,4/30/2015,Luxembourg,946,4230,22.36
5/11/2025,4/30/2015,Malta,533,4230,12.6
5/11/2025,4/30/2015,Netherlands,26308,20445,128.68
5/11/2025,4/30/2015,Poland,53518,36660,145.98
5/11/2025,4/30/2015,Portugal,8371,14805,56.54
5/11/2025,4/30/2015,Romania,12348,23265,53.08
5/11/2025,4/30/2015,Slovakia,4974,9870,50.4
5/11/2025,4/30/2015,Slovenia,2464,5640,43.69
5/11/2025,4/30/2015,Spain,36260,41595,87.17
5/11/2025,4/30/2015,Sweden,19781,14805,133.61
5/11/2025,4/30/2015,Total number of signatories,440911,,
5/18/2025,16-17-15,Austria,10225,13395,76.33
5/18/2025,16-17-15,Belgium,14108,14805,95.29
5/18/2025,16-17-15,Bulgaria,4619,11985,38.54
5/18/2025,16-17-15,Croatia,4194,8460,49.57
5/18/2025,16-17-15,Cyprus,571,4230,13.5
5/18/2025,16-17-15,Czechia,7467,14805,50.44
5/18/2025,16-17-15,Denmark,12074,9870,122.33
5/18/2025,16-17-15,Estonia,3046,4935,61.72
5/18/2025,16-17-15,Finland,15415,9870,156.18
5/18/2025,16-17-15,France,50097,55695,89.95
5/18/2025,16-17-15,Germany,98408,67680,145.4
5/18/2025,16-17-15,Greece,5047,14805,34.09
5/18/2025,16-17-15,Hungary,9942,14805,67.15
5/18/2025,16-17-15,Ireland,10403,9165,113.51
5/18/2025,16-17-15,Italy,24965,53580,46.59
5/18/2025,16-17-15,Latvia,2690,5640,47.7
5/18/2025,16-17-15,Lithuania,5141,7755,66.29
5/18/2025,16-17-15,Luxembourg,956,4230,22.6
5/18/2025,16-17-15,Malta,539,4230,12.74
5/18/2025,16-17-15,Netherlands,26583,20445,130.02
5/18/2025,16-17-15,Poland,53764,36660,146.66
5/18/2025,16-17-15,Portugal,8446,14805,57.05
5/18/2025,16-17-15,Romania,12434,23265,53.45
5/18/2025,16-17-15,Slovakia,5013,9870,50.79
5/18/2025,16-17-15,Slovenia,2494,5640,44.22
5/18/2025,16-17-15,Spain,36624,41595,88.05
5/18/2025,16-17-15,Sweden,20341,14805,137.39
5/18/2025,16-17-15,Total number of signatories,445606,,
5/20/2025,00-18-36,Austria,10225,13395,76.33
5/20/2025,00-18-36,Belgium,14108,14805,95.29
5/20/2025,00-18-36,Bulgaria,4619,11985,38.54
5/20/2025,00-18-36,Croatia,4194,8460,49.57
5/20/2025,00-18-36,Cyprus,571,4230,13.5
5/20/2025,00-18-36,Czechia,7467,14805,50.44
5/20/2025,00-18-36,Denmark,12074,9870,122.33
5/20/2025,00-18-36,Estonia,3046,4935,61.72
5/20/2025,00-18-36,Finland,15415,9870,156.18
5/20/2025,00-18-36,France,50097,55695,89.95
5/20/2025,00-18-36,Germany,98408,67680,145.4
5/20/2025,00-18-36,Greece,5047,14805,34.09
5/20/2025,00-18-36,Hungary,9942,14805,67.15
5/20/2025,00-18-36,Ireland,10403,9165,113.51
5/20/2025,00-18-36,Italy,24965,53580,46.59
5/20/2025,00-18-36,Latvia,2690,5640,47.7
5/20/2025,00-18-36,Lithuania,5141,7755,66.29
5/20/2025,00-18-36,Luxembourg,956,4230,22.6
5/20/2025,00-18-36,Malta,539,4230,12.74
5/20/2025,00-18-36,Netherlands,26583,20445,130.02
5/20/2025,00-18-36,Poland,53764,36660,146.66
5/20/2025,00-18-36,Portugal,8446,14805,57.05
5/20/2025,00-18-36,Romania,12434,23265,53.45
5/20/2025,00-18-36,Slovakia,5013,9870,50.79
5/20/2025,00-18-36,Slovenia,2494,5640,44.22
5/20/2025,00-18-36,Spain,36624,41595,88.05
5/20/2025,00-18-36,Sweden,20341,14805,137.39
5/20/2025,00-18-36,Total number of signatories,445606,,
5/21/2025,19-30-55,Austria,10225,13395,76.33
5/21/2025,19-30-55,Belgium,14108,14805,95.29
5/21/2025,19-30-55,Bulgaria,4619,11985,38.54
5/21/2025,19-30-55,Croatia,4194,8460,49.57
5/21/2025,19-30-55,Cyprus,571,4230,13.5
5/21/2025,19-30-55,Czechia,7467,14805,50.44
5/21/2025,19-30-55,Denmark,12074,9870,122.33
5/21/2025,19-30-55,Estonia,3046,4935,61.72
5/21/2025,19-30-55,Finland,15415,9870,156.18
5/21/2025,19-30-55,France,50097,55695,89.95
5/21/2025,19-30-55,Germany,98408,67680,145.4
5/21/2025,19-30-55,Greece,5047,14805,34.09
5/21/2025,19-30-55,Hungary,9942,14805,67.15
5/21/2025,19-30-55,Ireland,10403,9165,113.51
5/21/2025,19-30-55,Italy,24965,53580,46.59
5/21/2025,19-30-55,Latvia,2690,5640,47.7
5/21/2025,19-30-55,Lithuania,5141,7755,66.29
5/21/2025,19-30-55,Luxembourg,956,4230,22.6
5/21/2025,19-30-55,Malta,539,4230,12.74
5/21/2025,19-30-55,Netherlands,26583,20445,130.02
5/21/2025,19-30-55,Poland,53764,36660,146.66
5/21/2025,19-30-55,Portugal,8446,14805,57.05
5/21/2025,19-30-55,Romania,12434,23265,53.45
5/21/2025,19-30-55,Slovakia,5013,9870,50.79
5/21/2025,19-30-55,Slovenia,2494,5640,44.22
5/21/2025,19-30-55,Spain,36624,41595,88.05
5/21/2025,19-30-55,Sweden,20341,14805,137.39
5/21/2025,19-30-55,Total number of signatories,445606,,
6/3/2025,6/29/1958,Austria,10257,13395,76.57
6/3/2025,6/29/1958,Belgium,14182,14805,95.79
6/3/2025,6/29/1958,Bulgaria,4667,11985,38.94
6/3/2025,6/29/1958,Croatia,4217,8460,49.85
6/3/2025,6/29/1958,Cyprus,577,4230,13.64
6/3/2025,6/29/1958,Czechia,7516,14805,50.77
6/3/2025,6/29/1958,Denmark,12162,9870,123.22
6/3/2025,6/29/1958,Estonia,3063,4935,62.07
6/3/2025,6/29/1958,Finland,15512,9870,157.16
6/3/2025,6/29/1958,France,50388,55695,90.47
6/3/2025,6/29/1958,Germany,98769,67680,145.94
6/3/2025,6/29/1958,Greece,5102,14805,34.46
6/3/2025,6/29/1958,Hungary,10014,14805,67.64
6/3/2025,6/29/1958,Ireland,10453,9165,114.05
6/3/2025,6/29/1958,Italy,25209,53580,47.05
6/3/2025,6/29/1958,Latvia,2713,5640,48.1
6/3/2025,6/29/1958,Lithuania,5165,7755,66.6
6/3/2025,6/29/1958,Luxembourg,963,4230,22.77
6/3/2025,6/29/1958,Malta,542,4230,12.81
6/3/2025,6/29/1958,Netherlands,26695,20445,130.57
6/3/2025,6/29/1958,Poland,54445,36660,148.51
6/3/2025,6/29/1958,Portugal,8521,14805,57.55
6/3/2025,6/29/1958,Romania,12508,23265,53.76
6/3/2025,6/29/1958,Slovakia,5041,9870,51.07
6/3/2025,6/29/1958,Slovenia,2508,5640,44.47
6/3/2025,6/29/1958,Spain,36926,41595,88.78
6/3/2025,6/29/1958,Sweden,20518,14805,138.59
6/3/2025,6/29/1958,Total number of signatories,448633,,
6/3/2025,21-45-48,Austria,10257,13395,76.57
6/3/2025,21-45-48,Belgium,14182,14805,95.79
6/3/2025,21-45-48,Bulgaria,4667,11985,38.94
6/3/2025,21-45-48,Croatia,4217,8460,49.85
6/3/2025,21-45-48,Cyprus,577,4230,13.64
6/3/2025,21-45-48,Czechia,7516,14805,50.77
6/3/2025,21-45-48,Denmark,12162,9870,123.22
6/3/2025,21-45-48,Estonia,3063,4935,62.07
6/3/2025,21-45-48,Finland,15512,9870,157.16
6/3/2025,21-45-48,France,50388,55695,90.47
6/3/2025,21-45-48,Germany,98769,67680,145.94
6/3/2025,21-45-48,Greece,5102,14805,34.46
6/3/2025,21-45-48,Hungary,10014,14805,67.64
6/3/2025,21-45-48,Ireland,10453,9165,114.05
6/3/2025,21-45-48,Italy,25209,53580,47.05
6/3/2025,21-45-48,Latvia,2713,5640,48.1
6/3/2025,21-45-48,Lithuania,5165,7755,66.6
6/3/2025,21-45-48,Luxembourg,963,4230,22.77
6/3/2025,21-45-48,Malta,542,4230,12.81
6/3/2025,21-45-48,Netherlands,26695,20445,130.57
6/3/2025,21-45-48,Poland,54445,36660,148.51
6/3/2025,21-45-48,Portugal,8521,14805,57.55
6/3/2025,21-45-48,Romania,12508,23265,53.76
6/3/2025,21-45-48,Slovakia,5041,9870,51.07
6/3/2025,21-45-48,Slovenia,2508,5640,44.47
6/3/2025,21-45-48,Spain,36926,41595,88.78
6/3/2025,21-45-48,Sweden,20518,14805,138.59
6/3/2025,21-45-48,Total number of signatories,448633,,
5/15/2025,12/26/1931,Austria,10174,13395,75.95
5/15/2025,12/26/1931,Belgium,13930,14805,94.09
5/15/2025,12/26/1931,Bulgaria,4601,11985,38.39
5/15/2025,12/26/1931,Croatia,4166,8460,49.24
5/15/2025,12/26/1931,Cyprus,566,4230,13.38
5/15/2025,12/26/1931,Czechia,7427,14805,50.17
5/15/2025,12/26/1931,Denmark,12039,9870,121.98
5/15/2025,12/26/1931,Estonia,3037,4935,61.54
5/15/2025,12/26/1931,Finland,15334,9870,155.36
5/15/2025,12/26/1931,France,49212,55695,88.36
5/15/2025,12/26/1931,Germany,98098,67680,144.94
5/15/2025,12/26/1931,Greece,5021,14805,33.91
5/15/2025,12/26/1931,Hungary,9910,14805,66.94
5/15/2025,12/26/1931,Ireland,10356,9165,113
5/15/2025,12/26/1931,Italy,24732,53580,46.16
5/15/2025,12/26/1931,Latvia,2680,5640,47.52
5/15/2025,12/26/1931,Lithuania,5126,7755,66.1
5/15/2025,12/26/1931,Luxembourg,947,4230,22.39
5/15/2025,12/26/1931,Malta,533,4230,12.6
5/15/2025,12/26/1931,Netherlands,26392,20445,129.09
5/15/2025,12/26/1931,Poland,53615,36660,146.25
5/15/2025,12/26/1931,Portugal,8415,14805,56.84
5/15/2025,12/26/1931,Romania,12384,23265,53.23
5/15/2025,12/26/1931,Slovakia,4993,9870,50.59
5/15/2025,12/26/1931,Slovenia,2475,5640,43.88
5/15/2025,12/26/1931,Spain,36422,41595,87.56
5/15/2025,12/26/1931,Sweden,19863,14805,134.16
5/15/2025,12/26/1931,Total number of signatories,442448,,
6/17/2025,17-49-38,Austria,10284,13395,76.77
6/17/2025,17-49-38,Belgium,14229,14805,96.11
6/17/2025,17-49-38,Bulgaria,4691,11985,39.14
6/17/2025,17-49-38,Croatia,4243,8460,50.15
6/17/2025,17-49-38,Cyprus,582,4230,13.76
6/17/2025,17-49-38,Czechia,7547,14805,50.98
6/17/2025,17-49-38,Denmark,12223,9870,123.84
6/17/2025,17-49-38,Estonia,3078,4935,62.37
6/17/2025,17-49-38,Finland,15603,9870,158.09
6/17/2025,17-49-38,France,50728,55695,91.08
6/17/2025,17-49-38,Germany,99281,67680,146.69
6/17/2025,17-49-38,Greece,5140,14805,34.72
6/17/2025,17-49-38,Hungary,10054,14805,67.91
6/17/2025,17-49-38,Ireland,10512,9165,114.7
6/17/2025,17-49-38,Italy,25445,53580,47.49
6/17/2025,17-49-38,Latvia,2724,5640,48.3
6/17/2025,17-49-38,Lithuania,5255,7755,67.76
6/17/2025,17-49-38,Luxembourg,970,4230,22.93
6/17/2025,17-49-38,Malta,544,4230,12.86
6/17/2025,17-49-38,Netherlands,26871,20445,131.43
6/17/2025,17-49-38,Poland,55968,36660,152.67
6/17/2025,17-49-38,Portugal,8588,14805,58.01
6/17/2025,17-49-38,Romania,12576,23265,54.06
6/17/2025,17-49-38,Slovakia,5067,9870,51.34
6/17/2025,17-49-38,Slovenia,2516,5640,44.61
6/17/2025,17-49-38,Spain,37221,41595,89.48
6/17/2025,17-49-38,Sweden,20620,14805,139.28
6/17/2025,17-49-38,Total number of signatories,452560,,
4/26/2025,16-51-54,Austria,10107,13395,75.45
4/26/2025,16-51-54,Belgium,13838,14805,93.47
4/26/2025,16-51-54,Bulgaria,4559,11985,38.04
4/26/2025,16-51-54,Croatia,4134,8460,48.87
4/26/2025,16-51-54,Cyprus,561,4230,13.26
4/26/2025,16-51-54,Czechia,7369,14805,49.77
4/26/2025,16-51-54,Denmark,11968,9870,121.26
4/26/2025,16-51-54,Estonia,2882,4935,58.4
4/26/2025,16-51-54,Finland,15232,9870,154.33
4/26/2025,16-51-54,France,48733,55695,87.5
4/26/2025,16-51-54,Germany,97628,67680,144.25
4/26/2025,16-51-54,Greece,4913,14805,33.18
4/26/2025,16-51-54,Hungary,9797,14805,66.17
4/26/2025,16-51-54,Ireland,10275,9165,112.11
4/26/2025,16-51-54,Italy,24509,53580,45.74
4/26/2025,16-51-54,Latvia,2598,5640,46.06
4/26/2025,16-51-54,Lithuania,4923,7755,63.48
4/26/2025,16-51-54,Luxembourg,945,4230,22.34
4/26/2025,16-51-54,Malta,526,4230,12.43
4/26/2025,16-51-54,Netherlands,26234,20445,128.31
4/26/2025,16-51-54,Poland,52348,36660,142.79
4/26/2025,16-51-54,Portugal,8344,14805,56.36
4/26/2025,16-51-54,Romania,12298,23265,52.86
4/26/2025,16-51-54,Slovakia,4950,9870,50.15
4/26/2025,16-51-54,Slovenia,2456,5640,43.55
4/26/2025,16-51-54,Spain,36131,41595,86.86
4/26/2025,16-51-54,Sweden,19676,14805,132.9
4/26/2025,16-51-54,Total number of signatories,437934,,
6/24/2025,04-43-40,Austria,10326,13395,77.09
6/24/2025,04-43-40,Belgium,14272,14805,96.4
6/24/2025,04-43-40,Bulgaria,4732,11985,39.48
6/24/2025,04-43-40,Croatia,4270,8460,50.47
6/24/2025,04-43-40,Cyprus,590,4230,13.95
6/24/2025,04-43-40,Czechia,7579,14805,51.19
6/24/2025,04-43-40,Denmark,12351,9870,125.14
6/24/2025,04-43-40,Estonia,3105,4935,62.92
6/24/2025,04-43-40,Finland,15814,9870,160.22
6/24/2025,04-43-40,France,51004,55695,91.58
6/24/2025,04-43-40,Germany,99937,67680,147.66
6/24/2025,04-43-40,Greece,5182,14805,35
6/24/2025,04-43-40,Hungary,10129,14805,68.42
6/24/2025,04-43-40,Ireland,10667,9165,116.39
6/24/2025,04-43-40,Italy,25548,53580,47.68
6/24/2025,04-43-40,Latvia,2740,5640,48.58
6/24/2025,04-43-40,Lithuania,5329,7755,68.72
6/24/2025,04-43-40,Luxembourg,971,4230,22.96
6/24/2025,04-43-40,Malta,549,4230,12.98
6/24/2025,04-43-40,Netherlands,27117,20445,132.63
6/24/2025,04-43-40,Poland,57307,36660,156.32
6/24/2025,04-43-40,Portugal,8696,14805,58.74
6/24/2025,04-43-40,Romania,12660,23265,54.42
6/24/2025,04-43-40,Slovakia,5094,9870,51.61
6/24/2025,04-43-40,Slovenia,2534,5640,44.93
6/24/2025,04-43-40,Spain,37494,41595,90.14
6/24/2025,04-43-40,Sweden,20878,14805,141.02
6/24/2025,04-43-40,Total number of signatories,456875,,
6/24/2025,20-10-43,Austria,10549,13395,78.75
6/24/2025,20-10-43,Belgium,14608,14805,98.67
6/24/2025,20-10-43,Bulgaria,4938,11985,41.2
6/24/2025,20-10-43,Croatia,4470,8460,52.84
6/24/2025,20-10-43,Cyprus,621,4230,14.68
6/24/2025,20-10-43,Czechia,7855,14805,53.06
6/24/2025,20-10-43,Denmark,12971,9870,131.42
6/24/2025,20-10-43,Estonia,3270,4935,66.26
6/24/2025,20-10-43,Finland,16712,9870,169.32
6/24/2025,20-10-43,France,52430,55695,94.14
6/24/2025,20-10-43,Germany,104058,67680,153.75
6/24/2025,20-10-43,Greece,5511,14805,37.22
6/24/2025,20-10-43,Hungary,10426,14805,70.42
6/24/2025,20-10-43,Ireland,11439,9165,124.81
6/24/2025,20-10-43,Italy,26087,53580,48.69
6/24/2025,20-10-43,Latvia,2875,5640,50.98
6/24/2025,20-10-43,Lithuania,5588,7755,72.06
6/24/2025,20-10-43,Luxembourg,1007,4230,23.81
6/24/2025,20-10-43,Malta,583,4230,13.78
6/24/2025,20-10-43,Netherlands,28510,20445,139.45
6/24/2025,20-10-43,Poland,58426,36660,159.37
6/24/2025,20-10-43,Portugal,9230,14805,62.34
6/24/2025,20-10-43,Romania,13244,23265,56.93
6/24/2025,20-10-43,Slovakia,5307,9870,53.77
6/24/2025,20-10-43,Slovenia,2631,5640,46.65
6/24/2025,20-10-43,Spain,38573,41595,92.73
6/24/2025,20-10-43,Sweden,22066,14805,149.04
6/24/2025,20-10-43,Total number of signatories,473985,,
6/13/2025,18-19-00,Austria,10282,13395,76.76
6/13/2025,18-19-00,Belgium,14221,14805,96.06
6/13/2025,18-19-00,Bulgaria,4687,11985,39.11
6/13/2025,18-19-00,Croatia,4236,8460,50.07
6/13/2025,18-19-00,Cyprus,582,4230,13.76
6/13/2025,18-19-00,Czechia,7542,14805,50.94
6/13/2025,18-19-00,Denmark,12214,9870,123.75
6/13/2025,18-19-00,Estonia,3076,4935,62.33
6/13/2025,18-19-00,Finland,15585,9870,157.9
6/13/2025,18-19-00,France,50699,55695,91.03
6/13/2025,18-19-00,Germany,99198,67680,146.57
6/13/2025,18-19-00,Greece,5131,14805,34.66
6/13/2025,18-19-00,Hungary,10039,14805,67.81
6/13/2025,18-19-00,Ireland,10506,9165,114.63
6/13/2025,18-19-00,Italy,25398,53580,47.4
6/13/2025,18-19-00,Latvia,2722,5640,48.26
6/13/2025,18-19-00,Lithuania,5177,7755,66.76
6/13/2025,18-19-00,Luxembourg,969,4230,22.91
6/13/2025,18-19-00,Malta,543,4230,12.84
6/13/2025,18-19-00,Netherlands,26850,20445,131.33
6/13/2025,18-19-00,Poland,55751,36660,152.08
6/13/2025,18-19-00,Portugal,8572,14805,57.9
6/13/2025,18-19-00,Romania,12563,23265,54
6/13/2025,18-19-00,Slovakia,5062,9870,51.29
6/13/2025,18-19-00,Slovenia,2515,5640,44.59
6/13/2025,18-19-00,Spain,37171,41595,89.36
6/13/2025,18-19-00,Sweden,20606,14805,139.18
6/13/2025,18-19-00,Total number of signatories,451897,,
6/27/2025,11-53-46,Austria,12021,13395,89.74
6/27/2025,11-53-46,Belgium,16319,14805,110.23
6/27/2025,11-53-46,Bulgaria,6256,11985,52.2
6/27/2025,11-53-46,Croatia,6646,8460,78.56
6/27/2025,11-53-46,Cyprus,910,4230,21.51
6/27/2025,11-53-46,Czechia,9659,14805,65.24
6/27/2025,11-53-46,Denmark,16525,9870,167.43
6/27/2025,11-53-46,Estonia,4387,4935,88.9
6/27/2025,11-53-46,Finland,22339,9870,226.33
6/27/2025,11-53-46,France,61323,55695,110.11
6/27/2025,11-53-46,Germany,125689,67680,185.71
6/27/2025,11-53-46,Greece,7514,14805,50.75
6/27/2025,11-53-46,Hungary,12319,14805,83.21
6/27/2025,11-53-46,Ireland,15022,9165,163.91
6/27/2025,11-53-46,Italy,31909,53580,59.55
6/27/2025,11-53-46,Latvia,3641,5640,64.56
6/27/2025,11-53-46,Lithuania,7236,7755,93.31
6/27/2025,11-53-46,Luxembourg,1278,4230,30.21
6/27/2025,11-53-46,Malta,799,4230,18.89
6/27/2025,11-53-46,Netherlands,35861,20445,175.4
6/27/2025,11-53-46,Poland,68125,36660,185.83
6/27/2025,11-53-46,Portugal,13432,14805,90.73
6/27/2025,11-53-46,Romania,16813,23265,72.27
6/27/2025,11-53-46,Slovakia,6625,9870,67.12
6/27/2025,11-53-46,Slovenia,3304,5640,58.58
6/27/2025,11-53-46,Spain,43975,41595,105.72
6/27/2025,11-53-46,Sweden,28629,14805,193.37
6/27/2025,11-53-46,Total number of signatories,578556,,
6/27/2025,16-38-23,Austria,12021,13395,89.74
6/27/2025,16-38-23,Belgium,16319,14805,110.23
6/27/2025,16-38-23,Bulgaria,6256,11985,52.2
6/27/2025,16-38-23,Croatia,6646,8460,78.56
6/27/2025,16-38-23,Cyprus,910,4230,21.51
6/27/2025,16-38-23,Czechia,9659,14805,65.24
6/27/2025,16-38-23,Denmark,16525,9870,167.43
6/27/2025,16-38-23,Estonia,4387,4935,88.9
6/27/2025,16-38-23,Finland,22339,9870,226.33
6/27/2025,16-38-23,France,61323,55695,110.11
6/27/2025,16-38-23,Germany,125689,67680,185.71
6/27/2025,16-38-23,Greece,7514,14805,50.75
6/27/2025,16-38-23,Hungary,12319,14805,83.21
6/27/2025,16-38-23,Ireland,15022,9165,163.91
6/27/2025,16-38-23,Italy,31909,53580,59.55
6/27/2025,16-38-23,Latvia,3641,5640,64.56
6/27/2025,16-38-23,Lithuania,7236,7755,93.31
6/27/2025,16-38-23,Luxembourg,1278,4230,30.21
6/27/2025,16-38-23,Malta,799,4230,18.89
6/27/2025,16-38-23,Netherlands,35861,20445,175.4
6/27/2025,16-38-23,Poland,68125,36660,185.83
6/27/2025,16-38-23,Portugal,13432,14805,90.73
6/27/2025,16-38-23,Romania,16813,23265,72.27
6/27/2025,16-38-23,Slovakia,6625,9870,67.12
6/27/2025,16-38-23,Slovenia,3304,5640,58.58
6/27/2025,16-38-23,Spain,43975,41595,105.72
6/27/2025,16-38-23,Sweden,28629,14805,193.37
6/27/2025,16-38-23,Total number of signatories,578556,,
6/27/2025,21-04-23,Austria,12021,13395,89.74
6/27/2025,21-04-23,Belgium,16319,14805,110.23
6/27/2025,21-04-23,Bulgaria,6256,11985,52.2
6/27/2025,21-04-23,Croatia,6646,8460,78.56
6/27/2025,21-04-23,Cyprus,910,4230,21.51
6/27/2025,21-04-23,Czechia,9659,14805,65.24
6/27/2025,21-04-23,Denmark,16525,9870,167.43
6/27/2025,21-04-23,Estonia,4387,4935,88.9
6/27/2025,21-04-23,Finland,22339,9870,226.33
6/27/2025,21-04-23,France,61323,55695,110.11
6/27/2025,21-04-23,Germany,125689,67680,185.71
6/27/2025,21-04-23,Greece,7514,14805,50.75
6/27/2025,21-04-23,Hungary,12319,14805,83.21
6/27/2025,21-04-23,Ireland,15022,9165,163.91
6/27/2025,21-04-23,Italy,31909,53580,59.55
6/27/2025,21-04-23,Latvia,3641,5640,64.56
6/27/2025,21-04-23,Lithuania,7236,7755,93.31
6/27/2025,21-04-23,Luxembourg,1278,4230,30.21
6/27/2025,21-04-23,Malta,799,4230,18.89
6/27/2025,21-04-23,Netherlands,35861,20445,175.4
6/27/2025,21-04-23,Poland,68125,36660,185.83
6/27/2025,21-04-23,Portugal,13432,14805,90.73
6/27/2025,21-04-23,Romania,16813,23265,72.27
6/27/2025,21-04-23,Slovakia,6625,9870,67.12
6/27/2025,21-04-23,Slovenia,3304,5640,58.58
6/27/2025,21-04-23,Spain,43975,41595,105.72
6/27/2025,21-04-23,Sweden,28629,14805,193.37
6/27/2025,21-04-23,Total number of signatories,578556,,
6/27/2025,22-07-28,Austria,12270,13395,91.6
6/27/2025,22-07-28,Belgium,16720,14805,112.93
6/27/2025,22-07-28,Bulgaria,6564,11985,54.77
6/27/2025,22-07-28,Croatia,6963,8460,82.3
6/27/2025,22-07-28,Cyprus,973,4230,23
6/27/2025,22-07-28,Czechia,9976,14805,67.38
6/27/2025,22-07-28,Denmark,17240,9870,174.67
6/27/2025,22-07-28,Estonia,4529,4935,91.77
6/27/2025,22-07-28,Finland,23345,9870,236.52
6/27/2025,22-07-28,France,64297,55695,115.44
6/27/2025,22-07-28,Germany,129903,67680,191.94
6/27/2025,22-07-28,Greece,7918,14805,53.48
6/27/2025,22-07-28,Hungary,12735,14805,86.02
6/27/2025,22-07-28,Ireland,15749,9165,171.84
6/27/2025,22-07-28,Italy,32785,53580,61.19
6/27/2025,22-07-28,Latvia,3836,5640,68.01
6/27/2025,22-07-28,Lithuania,7569,7755,97.6
6/27/2025,22-07-28,Luxembourg,1325,4230,31.32
6/27/2025,22-07-28,Malta,841,4230,19.88
6/27/2025,22-07-28,Netherlands,37313,20445,182.5
6/27/2025,22-07-28,Poland,70303,36660,191.77
6/27/2025,22-07-28,Portugal,14061,14805,94.97
6/27/2025,22-07-28,Romania,17414,23265,74.85
6/27/2025,22-07-28,Slovakia,6860,9870,69.5
6/27/2025,22-07-28,Slovenia,3456,5640,61.28
6/27/2025,22-07-28,Spain,47152,41595,113.36
6/27/2025,22-07-28,Sweden,30152,14805,203.66
6/27/2025,22-07-28,Total number of signatories,602249,,
6/23/2025,20-38-13,Austria,10312,13395,76.98
6/23/2025,20-38-13,Belgium,14254,14805,96.28
6/23/2025,20-38-13,Bulgaria,4719,11985,39.37
6/23/2025,20-38-13,Croatia,4257,8460,50.32
6/23/2025,20-38-13,Cyprus,587,4230,13.88
6/23/2025,20-38-13,Czechia,7567,14805,51.11
6/23/2025,20-38-13,Denmark,12288,9870,124.5
6/23/2025,20-38-13,Estonia,3094,4935,62.7
6/23/2025,20-38-13,Finland,15721,9870,159.28
6/23/2025,20-38-13,France,50873,55695,91.34
6/23/2025,20-38-13,Germany,99695,67680,147.3
6/23/2025,20-38-13,Greece,5164,14805,34.88
6/23/2025,20-38-13,Hungary,10108,14805,68.27
6/23/2025,20-38-13,Ireland,10590,9165,115.55
6/23/2025,20-38-13,Italy,25522,53580,47.63
6/23/2025,20-38-13,Latvia,2734,5640,48.48
6/23/2025,20-38-13,Lithuania,5311,7755,68.48
6/23/2025,20-38-13,Luxembourg,971,4230,22.96
6/23/2025,20-38-13,Malta,546,4230,12.91
6/23/2025,20-38-13,Netherlands,27014,20445,132.13
6/23/2025,20-38-13,Poland,57218,36660,156.08
6/23/2025,20-38-13,Portugal,8638,14805,58.35
6/23/2025,20-38-13,Romania,12624,23265,54.26
6/23/2025,20-38-13,Slovakia,5077,9870,51.44
