capture_date,GMT_capture_time,Country,Statements of Support,Threshold,Percentage
11/26/2024,4/28/1930,Austria,9247,13395,69.03
11/26/2024,4/28/1930,Belgium,12715,14805,85.88
11/26/2024,4/28/1930,Bulgaria,4086,11985,34.09
11/26/2024,4/28/1930,Croatia,3731,8460,44.1
11/26/2024,4/28/1930,Cyprus,484,4230,11.44
11/26/2024,4/28/1930,Czechia,6770,14805,45.73
11/26/2024,4/28/1930,Denmark,10991,9870,111.36
11/26/2024,4/28/1930,Estonia,2573,4935,52.14
11/26/2024,4/28/1930,Finland,13348,9870,135.24
11/26/2024,4/28/1930,France,41631,55695,74.75
11/26/2024,4/28/1930,Germany,89710,67680,132.55
11/26/2024,4/28/1930,Greece,3888,14805,26.26
11/26/2024,4/28/1930,Hungary,8820,14805,59.57
11/26/2024,4/28/1930,Ireland,9312,9165,101.6
11/26/2024,4/28/1930,Italy,21154,53580,39.48
11/26/2024,4/28/1930,Latvia,2318,5640,41.1
11/26/2024,4/28/1930,Lithuania,4474,7755,57.69
11/26/2024,4/28/1930,Luxembourg,835,4230,19.74
11/26/2024,4/28/1930,Malta,462,4230,10.92
11/26/2024,4/28/1930,Netherlands,23917,20445,116.98
11/26/2024,4/28/1930,Poland,49816,36660,135.89
11/26/2024,4/28/1930,Portugal,7153,14805,48.31
11/26/2024,4/28/1930,Romania,10858,23265,46.67
11/26/2024,4/28/1930,Slovakia,4346,9870,44.03
11/26/2024,4/28/1930,Slovenia,2101,5640,37.25
11/26/2024,4/28/1930,Spain,32848,41595,78.97
11/26/2024,4/28/1930,Sweden,17408,14805,117.58
11/26/2024,4/28/1930,Total number of signatories,394996,,
11/20/2024,02-39-15,Austria,9194,13395,68.64
11/20/2024,02-39-15,Belgium,12665,14805,85.55
11/20/2024,02-39-15,Bulgaria,4060,11985,33.88
11/20/2024,02-39-15,Croatia,3717,8460,43.94
11/20/2024,02-39-15,Cyprus,479,4230,11.32
11/20/2024,02-39-15,Czechia,6708,14805,45.31
11/20/2024,02-39-15,Denmark,10956,9870,111
11/20/2024,02-39-15,Estonia,2562,4935,51.91
11/20/2024,02-39-15,Finland,13256,9870,134.31
11/20/2024,02-39-15,France,41232,55695,74.03
11/20/2024,02-39-15,Germany,89168,67680,131.75
11/20/2024,02-39-15,Greece,3865,14805,26.11
11/20/2024,02-39-15,Hungary,8761,14805,59.18
11/20/2024,02-39-15,Ireland,7433,9165,81.1
11/20/2024,02-39-15,Italy,19200,53580,35.83
11/20/2024,02-39-15,Latvia,2308,5640,40.92
11/20/2024,02-39-15,Lithuania,4459,7755,57.5
11/20/2024,02-39-15,Luxembourg,832,4230,19.67
11/20/2024,02-39-15,Malta,462,4230,10.92
11/20/2024,02-39-15,Netherlands,23833,20445,116.57
11/20/2024,02-39-15,Poland,49084,36660,133.89
11/20/2024,02-39-15,Portugal,7117,14805,48.07
11/20/2024,02-39-15,Romania,10813,23265,46.48
11/20/2024,02-39-15,Slovakia,4268,9870,43.24
11/20/2024,02-39-15,Slovenia,2093,5640,37.11
11/20/2024,02-39-15,Spain,31482,41595,75.69
11/20/2024,02-39-15,Sweden,17352,14805,117.2
11/20/2024,02-39-15,Total number of signatories,387359,,
11/27/2024,11/29/2022,Austria,9247,13395,69.03
11/27/2024,11/29/2022,Belgium,12715,14805,85.88
11/27/2024,11/29/2022,Bulgaria,4086,11985,34.09
11/27/2024,11/29/2022,Croatia,3731,8460,44.1
11/27/2024,11/29/2022,Cyprus,484,4230,11.44
11/27/2024,11/29/2022,Czechia,6770,14805,45.73
11/27/2024,11/29/2022,Denmark,10991,9870,111.36
11/27/2024,11/29/2022,Estonia,2573,4935,52.14
11/27/2024,11/29/2022,Finland,13348,9870,135.24
11/27/2024,11/29/2022,France,41631,55695,74.75
11/27/2024,11/29/2022,Germany,89710,67680,132.55
11/27/2024,11/29/2022,Greece,3888,14805,26.26
11/27/2024,11/29/2022,Hungary,8820,14805,59.57
11/27/2024,11/29/2022,Ireland,9312,9165,101.6
11/27/2024,11/29/2022,Italy,21154,53580,39.48
11/27/2024,11/29/2022,Latvia,2318,5640,41.1
11/27/2024,11/29/2022,Lithuania,4474,7755,57.69
11/27/2024,11/29/2022,Luxembourg,835,4230,19.74
11/27/2024,11/29/2022,Malta,462,4230,10.92
11/27/2024,11/29/2022,Netherlands,23917,20445,116.98
11/27/2024,11/29/2022,Poland,49816,36660,135.89
11/27/2024,11/29/2022,Portugal,7153,14805,48.31
11/27/2024,11/29/2022,Romania,10858,23265,46.67
11/27/2024,11/29/2022,Slovakia,4346,9870,44.03
11/27/2024,11/29/2022,Slovenia,2101,5640,37.25
11/27/2024,11/29/2022,Spain,32848,41595,78.97
11/27/2024,11/29/2022,Sweden,17408,14805,117.58
11/27/2024,11/29/2022,Total number of signatories,394996,,
11/28/2024,1/6/1933,Austria,9247,13395,69.03
11/28/2024,1/6/1933,Belgium,12715,14805,85.88
11/28/2024,1/6/1933,Bulgaria,4086,11985,34.09
11/28/2024,1/6/1933,Croatia,3731,8460,44.1
11/28/2024,1/6/1933,Cyprus,484,4230,11.44
11/28/2024,1/6/1933,Czechia,6770,14805,45.73
11/28/2024,1/6/1933,Denmark,10991,9870,111.36
11/28/2024,1/6/1933,Estonia,2573,4935,52.14
11/28/2024,1/6/1933,Finland,13348,9870,135.24
11/28/2024,1/6/1933,France,41631,55695,74.75
11/28/2024,1/6/1933,Germany,89710,67680,132.55
11/28/2024,1/6/1933,Greece,3888,14805,26.26
11/28/2024,1/6/1933,Hungary,8820,14805,59.57
11/28/2024,1/6/1933,Ireland,9312,9165,101.6
11/28/2024,1/6/1933,Italy,21154,53580,39.48
11/28/2024,1/6/1933,Latvia,2318,5640,41.1
11/28/2024,1/6/1933,Lithuania,4474,7755,57.69
11/28/2024,1/6/1933,Luxembourg,835,4230,19.74
11/28/2024,1/6/1933,Malta,462,4230,10.92
11/28/2024,1/6/1933,Netherlands,23917,20445,116.98
11/28/2024,1/6/1933,Poland,49816,36660,135.89
11/28/2024,1/6/1933,Portugal,7153,14805,48.31
11/28/2024,1/6/1933,Romania,10858,23265,46.67
11/28/2024,1/6/1933,Slovakia,4346,9870,44.03
11/28/2024,1/6/1933,Slovenia,2101,5640,37.25
11/28/2024,1/6/1933,Spain,32848,41595,78.97
11/28/2024,1/6/1933,Sweden,17408,14805,117.58
11/28/2024,1/6/1933,Total number of signatories,394996,,
11/29/2024,16-31-08,Austria,9247,13395,69.03
11/29/2024,16-31-08,Belgium,12715,14805,85.88
11/29/2024,16-31-08,Bulgaria,4086,11985,34.09
11/29/2024,16-31-08,Croatia,3731,8460,44.1
11/29/2024,16-31-08,Cyprus,484,4230,11.44
11/29/2024,16-31-08,Czechia,6770,14805,45.73
11/29/2024,16-31-08,Denmark,10991,9870,111.36
11/29/2024,16-31-08,Estonia,2573,4935,52.14
11/29/2024,16-31-08,Finland,13348,9870,135.24
11/29/2024,16-31-08,France,41631,55695,74.75
11/29/2024,16-31-08,Germany,89710,67680,132.55
11/29/2024,16-31-08,Greece,3888,14805,26.26
11/29/2024,16-31-08,Hungary,8820,14805,59.57
11/29/2024,16-31-08,Ireland,9312,9165,101.6
11/29/2024,16-31-08,Italy,21154,53580,39.48
11/29/2024,16-31-08,Latvia,2318,5640,41.1
11/29/2024,16-31-08,Lithuania,4474,7755,57.69
11/29/2024,16-31-08,Luxembourg,835,4230,19.74
11/29/2024,16-31-08,Malta,462,4230,10.92
11/29/2024,16-31-08,Netherlands,23917,20445,116.98
11/29/2024,16-31-08,Poland,49816,36660,135.89
11/29/2024,16-31-08,Portugal,7153,14805,48.31
11/29/2024,16-31-08,Romania,10858,23265,46.67
11/29/2024,16-31-08,Slovakia,4346,9870,44.03
11/29/2024,16-31-08,Slovenia,2101,5640,37.25
11/29/2024,16-31-08,Spain,32848,41595,78.97
11/29/2024,16-31-08,Sweden,17408,14805,117.58
11/29/2024,16-31-08,Total number of signatories,394996,,
11/29/2024,16-28-11,Austria,9247,13395,69.03
11/29/2024,16-28-11,Belgium,12715,14805,85.88
11/29/2024,16-28-11,Bulgaria,4086,11985,34.09
11/29/2024,16-28-11,Croatia,3731,8460,44.1
11/29/2024,16-28-11,Cyprus,484,4230,11.44
11/29/2024,16-28-11,Czechia,6770,14805,45.73
11/29/2024,16-28-11,Denmark,10991,9870,111.36
11/29/2024,16-28-11,Estonia,2573,4935,52.14
11/29/2024,16-28-11,Finland,13348,9870,135.24
11/29/2024,16-28-11,France,41631,55695,74.75
11/29/2024,16-28-11,Germany,89710,67680,132.55
11/29/2024,16-28-11,Greece,3888,14805,26.26
11/29/2024,16-28-11,Hungary,8820,14805,59.57
11/29/2024,16-28-11,Ireland,9312,9165,101.6
11/29/2024,16-28-11,Italy,21154,53580,39.48
11/29/2024,16-28-11,Latvia,2318,5640,41.1
11/29/2024,16-28-11,Lithuania,4474,7755,57.69
11/29/2024,16-28-11,Luxembourg,835,4230,19.74
11/29/2024,16-28-11,Malta,462,4230,10.92
11/29/2024,16-28-11,Netherlands,23917,20445,116.98
11/29/2024,16-28-11,Poland,49816,36660,135.89
11/29/2024,16-28-11,Portugal,7153,14805,48.31
11/29/2024,16-28-11,Romania,10858,23265,46.67
11/29/2024,16-28-11,Slovakia,4346,9870,44.03
11/29/2024,16-28-11,Slovenia,2101,5640,37.25
11/29/2024,16-28-11,Spain,32848,41595,78.97
11/29/2024,16-28-11,Sweden,17408,14805,117.58
11/29/2024,16-28-11,Total number of signatories,394996,,
11/27/2024,00-47-43,Austria,9247,13395,69.03
11/27/2024,00-47-43,Belgium,12715,14805,85.88
11/27/2024,00-47-43,Bulgaria,4086,11985,34.09
11/27/2024,00-47-43,Croatia,3731,8460,44.1
11/27/2024,00-47-43,Cyprus,484,4230,11.44
11/27/2024,00-47-43,Czechia,6770,14805,45.73
11/27/2024,00-47-43,Denmark,10991,9870,111.36
11/27/2024,00-47-43,Estonia,2573,4935,52.14
11/27/2024,00-47-43,Finland,13348,9870,135.24
11/27/2024,00-47-43,France,41631,55695,74.75
11/27/2024,00-47-43,Germany,89710,67680,132.55
11/27/2024,00-47-43,Greece,3888,14805,26.26
11/27/2024,00-47-43,Hungary,8820,14805,59.57
11/27/2024,00-47-43,Ireland,9312,9165,101.6
11/27/2024,00-47-43,Italy,21154,53580,39.48
11/27/2024,00-47-43,Latvia,2318,5640,41.1
11/27/2024,00-47-43,Lithuania,4474,7755,57.69
11/27/2024,00-47-43,Luxembourg,835,4230,19.74
11/27/2024,00-47-43,Malta,462,4230,10.92
11/27/2024,00-47-43,Netherlands,23917,20445,116.98
11/27/2024,00-47-43,Poland,49816,36660,135.89
11/27/2024,00-47-43,Portugal,7153,14805,48.31
11/27/2024,00-47-43,Romania,10858,23265,46.67
11/27/2024,00-47-43,Slovakia,4346,9870,44.03
11/27/2024,00-47-43,Slovenia,2101,5640,37.25
11/27/2024,00-47-43,Spain,32848,41595,78.97
11/27/2024,00-47-43,Sweden,17408,14805,117.58
11/27/2024,00-47-43,Total number of signatories,394996,,
12/8/2024,2/6/1931,Austria,9277,13395,69.26
12/8/2024,2/6/1931,Belgium,12770,14805,86.25
12/8/2024,2/6/1931,Bulgaria,4181,11985,34.89
12/8/2024,2/6/1931,Croatia,3749,8460,44.31
12/8/2024,2/6/1931,Cyprus,502,4230,11.87
12/8/2024,2/6/1931,Czechia,6798,14805,45.92
12/8/2024,2/6/1931,Denmark,11033,9870,111.78
12/8/2024,2/6/1931,Estonia,2607,4935,52.83
12/8/2024,2/6/1931,Finland,13403,9870,135.8
12/8/2024,2/6/1931,France,42083,55695,75.56
12/8/2024,2/6/1931,Germany,90028,67680,133.02
12/8/2024,2/6/1931,Greece,3912,14805,26.42
12/8/2024,2/6/1931,Hungary,8888,14805,60.03
12/8/2024,2/6/1931,Ireland,9382,9165,102.37
12/8/2024,2/6/1931,Italy,21545,53580,40.21
12/8/2024,2/6/1931,Latvia,2334,5640,41.38
12/8/2024,2/6/1931,Lithuania,4504,7755,58.08
12/8/2024,2/6/1931,Luxembourg,843,4230,19.93
12/8/2024,2/6/1931,Malta,468,4230,11.06
12/8/2024,2/6/1931,Netherlands,23987,20445,117.32
12/8/2024,2/6/1931,Poland,50191,36660,136.91
12/8/2024,2/6/1931,Portugal,7191,14805,48.57
12/8/2024,2/6/1931,Romania,10893,23265,46.82
12/8/2024,2/6/1931,Slovakia,4395,9870,44.53
12/8/2024,2/6/1931,Slovenia,2108,5640,37.38
12/8/2024,2/6/1931,Spain,33159,41595,79.72
12/8/2024,2/6/1931,Sweden,17487,14805,118.12
12/8/2024,2/6/1931,Total number of signatories,397718,,
12/15/2024,18-55-33,Austria,9277,13395,69.26
12/15/2024,18-55-33,Belgium,12770,14805,86.25
12/15/2024,18-55-33,Bulgaria,4181,11985,34.89
12/15/2024,18-55-33,Croatia,3749,8460,44.31
12/15/2024,18-55-33,Cyprus,502,4230,11.87
12/15/2024,18-55-33,Czechia,6798,14805,45.92
12/15/2024,18-55-33,Denmark,11033,9870,111.78
12/15/2024,18-55-33,Estonia,2607,4935,52.83
12/15/2024,18-55-33,Finland,13403,9870,135.8
12/15/2024,18-55-33,France,42083,55695,75.56
12/15/2024,18-55-33,Germany,90028,67680,133.02
12/15/2024,18-55-33,Greece,3912,14805,26.42
12/15/2024,18-55-33,Hungary,8888,14805,60.03
12/15/2024,18-55-33,Ireland,9382,9165,102.37
12/15/2024,18-55-33,Italy,21545,53580,40.21
12/15/2024,18-55-33,Latvia,2334,5640,41.38
12/15/2024,18-55-33,Lithuania,4504,7755,58.08
12/15/2024,18-55-33,Luxembourg,843,4230,19.93
12/15/2024,18-55-33,Malta,468,4230,11.06
12/15/2024,18-55-33,Netherlands,23987,20445,117.32
12/15/2024,18-55-33,Poland,50191,36660,136.91
12/15/2024,18-55-33,Portugal,7191,14805,48.57
12/15/2024,18-55-33,Romania,10893,23265,46.82
12/15/2024,18-55-33,Slovakia,4395,9870,44.53
12/15/2024,18-55-33,Slovenia,2108,5640,37.38
12/15/2024,18-55-33,Spain,33159,41595,79.72
12/15/2024,18-55-33,Sweden,17487,14805,118.12
12/15/2024,18-55-33,Total number of signatories,397718,,
12/6/2024,06-38-52,Austria,9277,13395,69.26
12/6/2024,06-38-52,Belgium,12770,14805,86.25
12/6/2024,06-38-52,Bulgaria,4181,11985,34.89
12/6/2024,06-38-52,Croatia,3749,8460,44.31
12/6/2024,06-38-52,Cyprus,502,4230,11.87
12/6/2024,06-38-52,Czechia,6798,14805,45.92
12/6/2024,06-38-52,Denmark,11033,9870,111.78
12/6/2024,06-38-52,Estonia,2607,4935,52.83
12/6/2024,06-38-52,Finland,13403,9870,135.8
12/6/2024,06-38-52,France,42083,55695,75.56
12/6/2024,06-38-52,Germany,90028,67680,133.02
12/6/2024,06-38-52,Greece,3912,14805,26.42
12/6/2024,06-38-52,Hungary,8888,14805,60.03
12/6/2024,06-38-52,Ireland,9382,9165,102.37
12/6/2024,06-38-52,Italy,21545,53580,40.21
12/6/2024,06-38-52,Latvia,2334,5640,41.38
12/6/2024,06-38-52,Lithuania,4504,7755,58.08
12/6/2024,06-38-52,Luxembourg,843,4230,19.93
12/6/2024,06-38-52,Malta,468,4230,11.06
12/6/2024,06-38-52,Netherlands,23987,20445,117.32
12/6/2024,06-38-52,Poland,50191,36660,136.91
12/6/2024,06-38-52,Portugal,7191,14805,48.57
12/6/2024,06-38-52,Romania,10893,23265,46.82
12/6/2024,06-38-52,Slovakia,4395,9870,44.53
12/6/2024,06-38-52,Slovenia,2108,5640,37.38
12/6/2024,06-38-52,Spain,33159,41595,79.72
12/6/2024,06-38-52,Sweden,17487,14805,118.12
12/6/2024,06-38-52,Total number of signatories,397718,,
12/19/2024,2/16/1941,Austria,9277,13395,69.26
12/19/2024,2/16/1941,Belgium,12770,14805,86.25
12/19/2024,2/16/1941,Bulgaria,4181,11985,34.89
12/19/2024,2/16/1941,Croatia,3749,8460,44.31
12/19/2024,2/16/1941,Cyprus,502,4230,11.87
12/19/2024,2/16/1941,Czechia,6798,14805,45.92
12/19/2024,2/16/1941,Denmark,11033,9870,111.78
12/19/2024,2/16/1941,Estonia,2607,4935,52.83
12/19/2024,2/16/1941,Finland,13403,9870,135.8
12/19/2024,2/16/1941,France,42083,55695,75.56
12/19/2024,2/16/1941,Germany,90028,67680,133.02
12/19/2024,2/16/1941,Greece,3912,14805,26.42
12/19/2024,2/16/1941,Hungary,8888,14805,60.03
12/19/2024,2/16/1941,Ireland,9382,9165,102.37
12/19/2024,2/16/1941,Italy,21545,53580,40.21
12/19/2024,2/16/1941,Latvia,2334,5640,41.38
12/19/2024,2/16/1941,Lithuania,4504,7755,58.08
12/19/2024,2/16/1941,Luxembourg,843,4230,19.93
12/19/2024,2/16/1941,Malta,468,4230,11.06
12/19/2024,2/16/1941,Netherlands,23987,20445,117.32
12/19/2024,2/16/1941,Poland,50191,36660,136.91
12/19/2024,2/16/1941,Portugal,7191,14805,48.57
12/19/2024,2/16/1941,Romania,10893,23265,46.82
12/19/2024,2/16/1941,Slovakia,4395,9870,44.53
12/19/2024,2/16/1941,Slovenia,2108,5640,37.38
12/19/2024,2/16/1941,Spain,33159,41595,79.72
12/19/2024,2/16/1941,Sweden,17487,14805,118.12
12/19/2024,2/16/1941,Total number of signatories,397718,,
12/20/2024,15-25-18,Austria,9277,13395,69.26
12/20/2024,15-25-18,Belgium,12770,14805,86.25
12/20/2024,15-25-18,Bulgaria,4181,11985,34.89
12/20/2024,15-25-18,Croatia,3749,8460,44.31
12/20/2024,15-25-18,Cyprus,502,4230,11.87
12/20/2024,15-25-18,Czechia,6798,14805,45.92
12/20/2024,15-25-18,Denmark,11033,9870,111.78
12/20/2024,15-25-18,Estonia,2607,4935,52.83
12/20/2024,15-25-18,Finland,13403,9870,135.8
12/20/2024,15-25-18,France,42083,55695,75.56
12/20/2024,15-25-18,Germany,90028,67680,133.02
12/20/2024,15-25-18,Greece,3912,14805,26.42
12/20/2024,15-25-18,Hungary,8888,14805,60.03
12/20/2024,15-25-18,Ireland,9382,9165,102.37
12/20/2024,15-25-18,Italy,21545,53580,40.21
12/20/2024,15-25-18,Latvia,2334,5640,41.38
12/20/2024,15-25-18,Lithuania,4504,7755,58.08
12/20/2024,15-25-18,Luxembourg,843,4230,19.93
12/20/2024,15-25-18,Malta,468,4230,11.06
12/20/2024,15-25-18,Netherlands,23987,20445,117.32
12/20/2024,15-25-18,Poland,50191,36660,136.91
12/20/2024,15-25-18,Portugal,7191,14805,48.57
12/20/2024,15-25-18,Romania,10893,23265,46.82
12/20/2024,15-25-18,Slovakia,4395,9870,44.53
12/20/2024,15-25-18,Slovenia,2108,5640,37.38
12/20/2024,15-25-18,Spain,33159,41595,79.72
12/20/2024,15-25-18,Sweden,17487,14805,118.12
12/20/2024,15-25-18,Total number of signatories,397718,,
12/16/2024,05-42-54,Austria,9277,13395,69.26
12/16/2024,05-42-54,Belgium,12770,14805,86.25
12/16/2024,05-42-54,Bulgaria,4181,11985,34.89
12/16/2024,05-42-54,Croatia,3749,8460,44.31
12/16/2024,05-42-54,Cyprus,502,4230,11.87
12/16/2024,05-42-54,Czechia,6798,14805,45.92
12/16/2024,05-42-54,Denmark,11033,9870,111.78
12/16/2024,05-42-54,Estonia,2607,4935,52.83
12/16/2024,05-42-54,Finland,13403,9870,135.8
12/16/2024,05-42-54,France,42083,55695,75.56
12/16/2024,05-42-54,Germany,90028,67680,133.02
12/16/2024,05-42-54,Greece,3912,14805,26.42
12/16/2024,05-42-54,Hungary,8888,14805,60.03
12/16/2024,05-42-54,Ireland,9382,9165,102.37
12/16/2024,05-42-54,Italy,21545,53580,40.21
12/16/2024,05-42-54,Latvia,2334,5640,41.38
12/16/2024,05-42-54,Lithuania,4504,7755,58.08
12/16/2024,05-42-54,Luxembourg,843,4230,19.93
12/16/2024,05-42-54,Malta,468,4230,11.06
12/16/2024,05-42-54,Netherlands,23987,20445,117.32
12/16/2024,05-42-54,Poland,50191,36660,136.91
12/16/2024,05-42-54,Portugal,7191,14805,48.57
12/16/2024,05-42-54,Romania,10893,23265,46.82
12/16/2024,05-42-54,Slovakia,4395,9870,44.53
12/16/2024,05-42-54,Slovenia,2108,5640,37.38
12/16/2024,05-42-54,Spain,33159,41595,79.72
12/16/2024,05-42-54,Sweden,17487,14805,118.12
12/16/2024,05-42-54,Total number of signatories,397718,,
12/17/2024,16-04-30,Austria,9277,13395,69.26
12/17/2024,16-04-30,Belgium,12770,14805,86.25
12/17/2024,16-04-30,Bulgaria,4181,11985,34.89
12/17/2024,16-04-30,Croatia,3749,8460,44.31
12/17/2024,16-04-30,Cyprus,502,4230,11.87
12/17/2024,16-04-30,Czechia,6798,14805,45.92
12/17/2024,16-04-30,Denmark,11033,9870,111.78
12/17/2024,16-04-30,Estonia,2607,4935,52.83
12/17/2024,16-04-30,Finland,13403,9870,135.8
12/17/2024,16-04-30,France,42083,55695,75.56
12/17/2024,16-04-30,Germany,90028,67680,133.02
12/17/2024,16-04-30,Greece,3912,14805,26.42
12/17/2024,16-04-30,Hungary,8888,14805,60.03
12/17/2024,16-04-30,Ireland,9382,9165,102.37
12/17/2024,16-04-30,Italy,21545,53580,40.21
12/17/2024,16-04-30,Latvia,2334,5640,41.38
12/17/2024,16-04-30,Lithuania,4504,7755,58.08
12/17/2024,16-04-30,Luxembourg,843,4230,19.93
12/17/2024,16-04-30,Malta,468,4230,11.06
12/17/2024,16-04-30,Netherlands,23987,20445,117.32
12/17/2024,16-04-30,Poland,50191,36660,136.91
12/17/2024,16-04-30,Portugal,7191,14805,48.57
12/17/2024,16-04-30,Romania,10893,23265,46.82
12/17/2024,16-04-30,Slovakia,4395,9870,44.53
12/17/2024,16-04-30,Slovenia,2108,5640,37.38
12/17/2024,16-04-30,Spain,33159,41595,79.72
12/17/2024,16-04-30,Sweden,17487,14805,118.12
12/17/2024,16-04-30,Total number of signatories,397718,,
12/7/2024,00-08-26,Austria,9277,13395,69.26
12/7/2024,00-08-26,Belgium,12770,14805,86.25
12/7/2024,00-08-26,Bulgaria,4181,11985,34.89
12/7/2024,00-08-26,Croatia,3749,8460,44.31
12/7/2024,00-08-26,Cyprus,502,4230,11.87
12/7/2024,00-08-26,Czechia,6798,14805,45.92
12/7/2024,00-08-26,Denmark,11033,9870,111.78
12/7/2024,00-08-26,Estonia,2607,4935,52.83
12/7/2024,00-08-26,Finland,13403,9870,135.8
12/7/2024,00-08-26,France,42083,55695,75.56
12/7/2024,00-08-26,Germany,90028,67680,133.02
12/7/2024,00-08-26,Greece,3912,14805,26.42
12/7/2024,00-08-26,Hungary,8888,14805,60.03
12/7/2024,00-08-26,Ireland,9382,9165,102.37
12/7/2024,00-08-26,Italy,21545,53580,40.21
12/7/2024,00-08-26,Latvia,2334,5640,41.38
12/7/2024,00-08-26,Lithuania,4504,7755,58.08
12/7/2024,00-08-26,Luxembourg,843,4230,19.93
12/7/2024,00-08-26,Malta,468,4230,11.06
12/7/2024,00-08-26,Netherlands,23987,20445,117.32
12/7/2024,00-08-26,Poland,50191,36660,136.91
12/7/2024,00-08-26,Portugal,7191,14805,48.57
12/7/2024,00-08-26,Romania,10893,23265,46.82
12/7/2024,00-08-26,Slovakia,4395,9870,44.53
12/7/2024,00-08-26,Slovenia,2108,5640,37.38
12/7/2024,00-08-26,Spain,33159,41595,79.72
12/7/2024,00-08-26,Sweden,17487,14805,118.12
12/7/2024,00-08-26,Total number of signatories,397718,,
1/8/2025,17-39-09,Austria,9394,13395,70.13
1/8/2025,17-39-09,Belgium,12886,14805,87.04
1/8/2025,17-39-09,Bulgaria,4239,11985,35.37
1/8/2025,17-39-09,Croatia,3784,8460,44.73
1/8/2025,17-39-09,Cyprus,514,4230,12.15
1/8/2025,17-39-09,Czechia,6919,14805,46.73
1/8/2025,17-39-09,Denmark,11146,9870,112.93
1/8/2025,17-39-09,Estonia,2693,4935,54.57
1/8/2025,17-39-09,Finland,13621,9870,138
1/8/2025,17-39-09,France,42889,55695,77.01
1/8/2025,17-39-09,Germany,91308,67680,134.91
1/8/2025,17-39-09,Greece,3997,14805,27
1/8/2025,17-39-09,Hungary,9027,14805,60.97
1/8/2025,17-39-09,Ireland,9524,9165,103.92
1/8/2025,17-39-09,Italy,22002,53580,41.06
1/8/2025,17-39-09,Latvia,2408,5640,42.7
1/8/2025,17-39-09,Lithuania,4615,7755,59.51
1/8/2025,17-39-09,Luxembourg,855,4230,20.21
1/8/2025,17-39-09,Malta,482,4230,11.39
1/8/2025,17-39-09,Netherlands,24242,20445,118.57
1/8/2025,17-39-09,Poland,50712,36660,138.33
1/8/2025,17-39-09,Portugal,7306,14805,49.35
1/8/2025,17-39-09,Romania,11096,23265,47.69
1/8/2025,17-39-09,Slovakia,4626,9870,46.87
1/8/2025,17-39-09,Slovenia,2137,5640,37.89
1/8/2025,17-39-09,Spain,33722,41595,81.07
1/8/2025,17-39-09,Sweden,17693,14805,119.51
1/8/2025,17-39-09,Total number of signatories,403837,,
12/23/2024,1/6/1956,Austria,9277,13395,69.26
12/23/2024,1/6/1956,Belgium,12770,14805,86.25
12/23/2024,1/6/1956,Bulgaria,4181,11985,34.89
12/23/2024,1/6/1956,Croatia,3749,8460,44.31
12/23/2024,1/6/1956,Cyprus,502,4230,11.87
12/23/2024,1/6/1956,Czechia,6798,14805,45.92
12/23/2024,1/6/1956,Denmark,11033,9870,111.78
12/23/2024,1/6/1956,Estonia,2607,4935,52.83
12/23/2024,1/6/1956,Finland,13403,9870,135.8
12/23/2024,1/6/1956,France,42083,55695,75.56
12/23/2024,1/6/1956,Germany,90028,67680,133.02
12/23/2024,1/6/1956,Greece,3912,14805,26.42
12/23/2024,1/6/1956,Hungary,8888,14805,60.03
12/23/2024,1/6/1956,Ireland,9382,9165,102.37
12/23/2024,1/6/1956,Italy,21545,53580,40.21
12/23/2024,1/6/1956,Latvia,2334,5640,41.38
12/23/2024,1/6/1956,Lithuania,4504,7755,58.08
12/23/2024,1/6/1956,Luxembourg,843,4230,19.93
12/23/2024,1/6/1956,Malta,468,4230,11.06
12/23/2024,1/6/1956,Netherlands,23987,20445,117.32
12/23/2024,1/6/1956,Poland,50191,36660,136.91
12/23/2024,1/6/1956,Portugal,7191,14805,48.57
12/23/2024,1/6/1956,Romania,10893,23265,46.82
12/23/2024,1/6/1956,Slovakia,4395,9870,44.53
12/23/2024,1/6/1956,Slovenia,2108,5640,37.38
12/23/2024,1/6/1956,Spain,33159,41595,79.72
12/23/2024,1/6/1956,Sweden,17487,14805,118.12
12/23/2024,1/6/1956,Total number of signatories,397718,,
1/18/2025,7/27/2004,Austria,9394,13395,70.13
1/18/2025,7/27/2004,Belgium,12886,14805,87.04
1/18/2025,7/27/2004,Bulgaria,4239,11985,35.37
1/18/2025,7/27/2004,Croatia,3784,8460,44.73
1/18/2025,7/27/2004,Cyprus,514,4230,12.15
1/18/2025,7/27/2004,Czechia,6919,14805,46.73
1/18/2025,7/27/2004,Denmark,11146,9870,112.93
1/18/2025,7/27/2004,Estonia,2693,4935,54.57
1/18/2025,7/27/2004,Finland,13621,9870,138
1/18/2025,7/27/2004,France,42889,55695,77.01
1/18/2025,7/27/2004,Germany,91308,67680,134.91
1/18/2025,7/27/2004,Greece,3997,14805,27
1/18/2025,7/27/2004,Hungary,9027,14805,60.97
1/18/2025,7/27/2004,Ireland,9524,9165,103.92
1/18/2025,7/27/2004,Italy,22002,53580,41.06
1/18/2025,7/27/2004,Latvia,2408,5640,42.7
1/18/2025,7/27/2004,Lithuania,4615,7755,59.51
1/18/2025,7/27/2004,Luxembourg,855,4230,20.21
1/18/2025,7/27/2004,Malta,482,4230,11.39
